sentence_id,word_id,word,word_lower,pos,head_dist,abs_head_dist,direction,token_frequency,log_token_frequency,token_length,sentence_position,relation_type,token_length_bin,sentence_position_bin,abs_head_dist_bin,frequency_bin,matched_stratum_id
weblog-blogspot.com_alaindewitt_20040929103700_ENG_20040929_103700-0071,6,passing,passing,NOUN,-2,2,After Head,8,2.1972245773362196,7,7,obl,7-8,6-10,1-2,"(1.386, 2.197]",488
weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0022,2,concerns,concerns,NOUN,-1,1,After Head,13,2.639057329615259,8,3,nsubj,7-8,1-5,1-2,"(2.197, 2.833]",194
newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900-0031,7,lot,lot,NOUN,-3,3,After Head,89,4.499809670330265,3,8,obl,3-4,6-10,3-4,"(4.22, 8.54]",409
answers-20111108084111AAl5ras_ans-0005,22,sound,sound,NOUN,3,3,Before Head,17,2.8903717578961645,5,23,nsubj,5-6,21-25,3-4,"(2.833, 3.497]",161
weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0019,28,deaths,deaths,NOUN,-3,3,After Head,7,2.0794415416798357,6,29,nmod,5-6,26-30,3-4,"(1.386, 2.197]",42
weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0173,5,question,question,NOUN,4,4,Before Head,41,3.7376696182833684,8,6,obl,7-8,6-10,3-4,"(3.497, 4.22]",497
answers-20111108101816AAdTp9M_ans-0006,10,way,way,NOUN,-3,3,After Head,204,5.3230099791384085,3,12,nsubj,3-4,11-15,3-4,"(4.22, 8.54]",96
reviews-241739-0005,4,kids,kids,NOUN,-4,4,After Head,38,3.6635616461296463,4,5,nmod,3-4,1-5,3-4,"(3.497, 4.22]",32
newsgroup-groups.google.com_alt.animals_0e65f540816d780c_ENG_20041116_124800-0041,23,models,models,NOUN,1,1,Before Head,6,1.9459101490553132,6,24,nsubj,5-6,21-25,1-2,"(1.386, 2.197]",158
newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0157,18,words,words,NOUN,2,2,Before Head,14,2.70805020110221,5,19,obl,5-6,16-20,1-2,"(2.197, 2.833]",434
newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0038,4,folks,folks,NOUN,6,6,Before Head,16,2.833213344056216,5,6,nsubj,5-6,6-10,5-6,"(2.197, 2.833]",180
weblog-blogspot.com_alaindewitt_20040929103700_ENG_20040929_103700-0079,1,column,column,NOUN,1,1,Before Head,1,0.6931471805599453,6,2,nsubj,5-6,1-5,1-2,"(0.692, 1.386]",120
newsgroup-groups.google.com_Meditation20051_1027f5a3651d547c_ENG_20050316_085700-0053,3,right,right,NOUN,-3,3,After Head,127,4.852030263919617,5,4,obl,5-6,1-5,3-4,"(4.22, 8.54]",422
newsgroup-groups.google.com_INTPunderground_b2c62e87877e4a22_ENG_20050906_165900-0074,25,point,point,NOUN,-3,3,After Head,74,4.31748811353631,5,27,nsubj,5-6,26-30,3-4,"(4.22, 8.54]",166
email-enronsent09_01-0033,5,sheet,sheet,NOUN,-4,4,After Head,14,2.70805020110221,5,6,nsubj,5-6,6-10,3-4,"(2.197, 2.833]",179
weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0017,8,1980s,1980s,NOUN,4,4,Before Head,4,1.6094379124341003,5,9,obl,5-6,6-10,3-4,"(1.386, 2.197]",451
weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500-0002,4,interview,interview,NOUN,-5,5,After Head,11,2.4849066497880004,9,6,nsubj,9-10,6-10,5-6,"(2.197, 2.833]",260
weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0168,4,consensus,consensus,NOUN,-3,3,After Head,2,1.0986122886681096,9,5,nsubj,9-10,1-5,3-4,"(0.692, 1.386]",240
email-enronsent35_01-0153,4,help,help,NOUN,-4,4,After Head,142,4.962844630259907,4,5,obl,3-4,1-5,3-4,"(4.22, 8.54]",372
answers-20111107211742AAHZaPe_ans-0047,6,people,people,NOUN,-5,5,After Head,233,5.455321115357702,6,7,nsubj,5-6,6-10,5-6,"(4.22, 8.54]",188
answers-20111108082831AAco5PI_ans-0018,8,trap,trap,NOUN,-5,5,After Head,3,1.3862943611198906,4,9,obl,3-4,6-10,5-6,"(0.692, 1.386]",400
newsgroup-groups.google.com_eHolistic_2dd76f31ceb6bfe8_ENG_20050513_224200-0012,3,advance,advance,NOUN,-3,3,After Head,9,2.302585092994046,7,4,obl,7-8,1-5,3-4,"(2.197, 2.833]",467
reviews-010820-0002,6,hours,hours,NOUN,1,1,Before Head,51,3.9512437185814275,5,7,obl:unmarked,5-6,6-10,1-2,"(3.497, 4.22]",339
email-enronsent38_01-0114,6,today,today,NOUN,-1,1,After Head,65,4.189654742026425,5,7,obl:unmarked,5-6,6-10,1-2,"(3.497, 4.22]",339
newsgroup-groups.google.com_alt.animals.cat_01ff709c4bf2c60c_ENG_20040418_040100-0016,13,tonight,tonight,NOUN,6,6,Before Head,8,2.1972245773362196,7,14,obl:unmarked,7-8,11-15,5-6,"(1.386, 2.197]",349
weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0212,11,wealth,wealth,NOUN,-2,2,After Head,7,2.0794415416798357,6,12,nsubj,5-6,11-15,1-2,"(1.386, 2.197]",134
weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0041,1,victims,victims,NOUN,3,3,Before Head,4,1.6094379124341003,7,2,nsubj,7-8,1-5,3-4,"(1.386, 2.197]",193
answers-20111108104724AAuBUR7_ans-0005,3,owner,owner,NOUN,2,2,Before Head,29,3.4011973816621555,5,5,nsubj,5-6,1-5,1-2,"(2.833, 3.497]",126
newsgroup-groups.google.com_FOOLED_1bf9cdc5a4c2ac48_ENG_20050904_130400-0053,19,wastes,wastes,NOUN,-4,4,After Head,1,0.6931471805599453,6,21,nsubj,5-6,21-25,3-4,"(0.692, 1.386]",157
newsgroup-groups.google.com_eHolistic_417b09016150421f_ENG_20051120_175800-0033,3,plan,plan,NOUN,1,1,Before Head,45,3.828641396489095,4,4,nsubj,3-4,1-5,1-2,"(3.497, 4.22]",87
email-enronsent44_01-0034,8,problems,problems,NOUN,-6,6,After Head,46,3.8501476017100584,8,10,obl,7-8,6-10,5-6,"(3.497, 4.22]",498
answers-20111108065616AAKtL2c_ans-0062,4,things,things,NOUN,-3,3,After Head,85,4.454347296253507,6,5,nsubj,5-6,1-5,3-4,"(4.22, 8.54]",131
email-enronsent11_01-0060,5,dudes,dudes,NOUN,-4,4,After Head,1,0.6931471805599453,5,6,nsubj,5-6,6-10,3-4,"(0.692, 1.386]",174
reviews-120335-0007,14,work,work,NOUN,-4,4,After Head,213,5.365976015021851,4,15,obl,3-4,11-15,3-4,"(4.22, 8.54]",378
weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0178,9,reward,reward,NOUN,-6,6,After Head,6,1.9459101490553132,6,10,nsubj,5-6,6-10,5-6,"(1.386, 2.197]",177
answers-20111108091921AAaLK4e_ans-0024,3,reading,reading,NOUN,-3,3,After Head,15,2.772588722239781,7,4,obl,7-8,1-5,3-4,"(2.197, 2.833]",467
newsgroup-groups.google.com_herpesnation_c74170a0fcfdc880_ENG_20051125_075200-0010,16,tributaries,tributaries,NOUN,-3,3,After Head,1,0.6931471805599453,11,17,nsubj,11-12,16-20,3-4,"(0.692, 1.386]",73
weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0019,19,ones,ones,NOUN,6,6,Before Head,36,3.6109179126442243,4,20,advcl,3-4,16-20,5-6,"(3.497, 4.22]",1
newsgroup-groups.google.com_alt.animals_0e65f540816d780c_ENG_20041116_124800-0027,13,weeks,weeks,NOUN,1,1,Before Head,43,3.784189633918261,5,14,obl:unmarked,5-6,11-15,1-2,"(3.497, 4.22]",328
reviews-360937-0001,3,today,today,NOUN,-2,2,After Head,65,4.189654742026425,5,4,obl:unmarked,5-6,1-5,1-2,"(3.497, 4.22]",324
email-enronsent43_01-0054,13,use,use,NOUN,-2,2,After Head,144,4.976733742420574,3,14,obl,3-4,11-15,1-2,"(4.22, 8.54]",377
answers-20111108105520AA73Axw_ans-0059,4,grist,grist,NOUN,-2,2,After Head,1,0.6931471805599453,5,5,nsubj,5-6,1-5,1-2,"(0.692, 1.386]",120
answers-20111108105520AA73Axw_ans-0040,1,lineatus,lineatus,NOUN,4,4,Before Head,4,1.6094379124341003,8,2,nsubj:pass,7-8,1-5,3-4,"(1.386, 2.197]",62
reviews-217542-0002,53,STONER,stoner,NOUN,-2,2,After Head,1,0.6931471805599453,6,54,nsubj,5-6,51-55,1-2,"(0.692, 1.386]",172
answers-20111108094323AARaBJ5_ans-0004,11,hand,hand,NOUN,-4,4,After Head,46,3.8501476017100584,4,12,obl,3-4,11-15,3-4,"(3.497, 4.22]",375
weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0103,6,unity,unity,NOUN,4,4,Before Head,6,1.9459101490553132,5,7,nsubj:pass,5-6,6-10,3-4,"(1.386, 2.197]",59
answers-20111108094927AA5NjHj_ans-0003,11,years,years,NOUN,1,1,Before Head,150,5.017279836814924,5,13,obl:unmarked,5-6,11-15,1-2,"(4.22, 8.54]",330
email-enronsent16_01-0073,18,business,business,NOUN,-5,5,After Head,100,4.61512051684126,8,19,obl,7-8,16-20,5-6,"(4.22, 8.54]",482
newsgroup-groups.google.com_alt.animals_0e65f540816d780c_ENG_20041116_124800-0035,2,report,report,NOUN,1,1,Before Head,53,3.9889840465642745,6,3,nsubj,5-6,1-5,1-2,"(3.497, 4.22]",128
weblog-blogspot.com_healingiraq_20050121235804_ENG_20050121_235804-0054,15,way,way,NOUN,-3,3,After Head,204,5.3230099791384085,3,16,nsubj,3-4,16-20,3-4,"(4.22, 8.54]",101
newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0039,1,Gulf,gulf,NOUN,3,3,Before Head,26,3.295836866004329,4,2,nsubj,3-4,1-5,3-4,"(2.833, 3.497]",86
weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0187,24,images,images,NOUN,-2,2,After Head,6,1.9459101490553132,6,25,obl,5-6,21-25,1-2,"(1.386, 2.197]",441
answers-20111108080049AAgT0iA_ans-0012,10,cage,cage,NOUN,2,2,Before Head,37,3.6375861597263857,4,12,nsubj,3-4,11-15,1-2,"(3.497, 4.22]",93
email-enronsent00_01-0045,5,agenda,agenda,NOUN,-3,3,After Head,4,1.6094379124341003,6,6,nsubj,5-6,6-10,3-4,"(1.386, 2.197]",176
weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0053,30,lesion,lesion,NOUN,4,4,Before Head,3,1.3862943611198906,6,31,nsubj,5-6,31-35,3-4,"(0.692, 1.386]",168
reviews-235423-0016,20,recount,recount,NOUN,-2,2,After Head,1,0.6931471805599453,7,21,nsubj,7-8,21-25,1-2,"(0.692, 1.386]",217
email-enronsent44_01-0027,18,numbers,numbers,NOUN,3,3,Before Head,22,3.1354942159291497,7,19,nsubj,7-8,16-20,3-4,"(2.833, 3.497]",214
answers-20111108075853AAUIKRQ_ans-0003,3,experience,experience,NOUN,-2,2,After Head,84,4.442651256490317,10,4,nsubj,9-10,1-5,1-2,"(4.22, 8.54]",244
weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0027,4,time,time,NOUN,4,4,Before Head,397,5.986452005284438,4,5,obl,3-4,1-5,3-4,"(4.22, 8.54]",372
email-enronsent27_01-0059,6,draft,draft,NOUN,-4,4,After Head,41,3.7376696182833684,5,7,nsubj,5-6,6-10,3-4,"(3.497, 4.22]",184
answers-20111108105629AAiZUDY_ans-0037,2,snake,snake,NOUN,3,3,Before Head,23,3.1780538303479458,5,3,nsubj,5-6,1-5,3-4,"(2.833, 3.497]",127
answers-20111108065616AAKtL2c_ans-0065,21,pool,pool,NOUN,-4,4,After Head,12,2.5649493574615367,4,22,nsubj,3-4,21-25,3-4,"(2.197, 2.833]",102
reviews-158335-0006,10,behavior,behavior,NOUN,5,5,Before Head,13,2.639057329615259,8,11,obl,7-8,11-15,5-6,"(2.197, 2.833]",474
reviews-329692-0011,9,review,review,NOUN,-5,5,After Head,61,4.127134385045092,6,10,obl,5-6,6-10,5-6,"(3.497, 4.22]",459
newsgroup-groups.google.com_Meditation20052_06390a5f75b2e1f2_ENG_20050316_091700-0016,8,beach,beach,NOUN,-6,6,After Head,9,2.302585092994046,5,9,obl,5-6,6-10,5-6,"(2.197, 2.833]",454
reviews-135800-0008,10,car,car,NOUN,2,2,Before Head,95,4.564348191467836,3,11,nsubj,3-4,11-15,1-2,"(4.22, 8.54]",95
newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900-0041,1,Wolves,wolves,NOUN,4,4,Before Head,19,2.995732273553991,6,2,nsubj,5-6,1-5,3-4,"(2.833, 3.497]",127
reviews-090136-0005,6,wines,wines,NOUN,4,4,Before Head,2,1.0986122886681096,5,7,nsubj,5-6,6-10,3-4,"(0.692, 1.386]",174
answers-20111107211742AAHZaPe_ans-0039,2,moment,moment,NOUN,2,2,Before Head,14,2.70805020110221,6,3,obl,5-6,1-5,1-2,"(2.197, 2.833]",415
newsgroup-groups.google.com_alt.animals.cat_01ff709c4bf2c60c_ENG_20040418_040100-0040,10,day,day,NOUN,-2,2,After Head,171,5.147494476813453,3,11,obl:unmarked,3-4,11-15,1-2,"(4.22, 8.54]",303
reviews-069995-0006,8,area,area,NOUN,2,2,Before Head,63,4.1588830833596715,4,9,nsubj,3-4,6-10,1-2,"(3.497, 4.22]",116
weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0118,1,mother,mother,NOUN,3,3,Before Head,10,2.3978952727983707,6,2,nsubj,5-6,1-5,3-4,"(2.197, 2.833]",125
email-enronsent16_01-0067,9,time,time,NOUN,4,4,Before Head,397,5.986452005284438,4,10,obl:unmarked,3-4,6-10,3-4,"(4.22, 8.54]",321
reviews-020992-0011,1,hotel,hotel,NOUN,2,2,Before Head,48,3.8918202981106265,5,2,nsubj,5-6,1-5,1-2,"(3.497, 4.22]",128
weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500-0056,1,deputies,deputies,NOUN,3,3,Before Head,1,0.6931471805599453,8,3,nsubj,7-8,1-5,3-4,"(0.692, 1.386]",191
weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0184,2,position,position,NOUN,3,3,Before Head,35,3.58351893845611,8,3,nsubj,7-8,1-5,3-4,"(3.497, 4.22]",198
email-enronsent07_01-0006,4,meeting,meeting,NOUN,-2,2,After Head,71,4.276666119016055,7,5,nsubj,7-8,1-5,1-2,"(4.22, 8.54]",199
reviews-317846-0004,15,lines,lines,NOUN,3,3,Before Head,19,2.995732273553991,5,16,obl,5-6,16-20,3-4,"(2.833, 3.497]",435
answers-20111106215236AAycANO_ans-0011,3,plenty,plenty,NOUN,-2,2,After Head,18,2.9444389791664403,6,4,nsubj,5-6,1-5,1-2,"(2.833, 3.497]",126
weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0058,2,time,time,NOUN,3,3,Before Head,397,5.986452005284438,4,3,obl,3-4,1-5,3-4,"(4.22, 8.54]",372
reviews-372903-0007,9,pony's,pony's,NOUN,-6,6,After Head,1,0.6931471805599453,6,10,nsubj,5-6,6-10,5-6,"(0.692, 1.386]",175
answers-20111108101300AAIAKXN_ans-0022,6,nightlife,nightlife,NOUN,-2,2,After Head,2,1.0986122886681096,9,9,nsubj,9-10,6-10,1-2,"(0.692, 1.386]",255
weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0160,5,element,element,NOUN,6,6,Before Head,2,1.0986122886681096,7,6,nsubj,7-8,6-10,5-6,"(0.692, 1.386]",227
reviews-229480-0005,3,fusions,fusions,NOUN,4,4,Before Head,2,1.0986122886681096,7,4,obl,7-8,1-5,3-4,"(0.692, 1.386]",463
reviews-187266-0005,15,time,time,NOUN,6,6,Before Head,397,5.986452005284438,4,16,obl:unmarked,3-4,16-20,5-6,"(4.22, 8.54]",308
weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0028,3,risk,risk,NOUN,-2,2,After Head,31,3.4657359027997265,4,4,nsubj,3-4,1-5,1-2,"(2.833, 3.497]",85
newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0064,19,years,years,NOUN,6,6,Before Head,150,5.017279836814924,5,20,obl:unmarked,5-6,16-20,5-6,"(4.22, 8.54]",335
weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0054,1,boat,boat,NOUN,2,2,Before Head,9,2.302585092994046,4,2,nsubj,3-4,1-5,1-2,"(2.197, 2.833]",83
email-enronsent26_01-0026,8,bug,bug,NOUN,2,2,Before Head,2,1.0986122886681096,3,9,nsubj,3-4,6-10,1-2,"(0.692, 1.386]",111
weblog-typepad.com_ripples_20040407125600_ENG_20040407_125600-0007,18,report,report,NOUN,-6,6,After Head,53,3.9889840465642745,6,19,nsubj,5-6,16-20,5-6,"(3.497, 4.22]",153
weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0005,20,people,people,NOUN,-6,6,After Head,233,5.455321115357702,6,21,nsubj,5-6,21-25,5-6,"(4.22, 8.54]",163
answers-20111108091921AAaLK4e_ans-0026,9,shoe,shoe,NOUN,1,1,Before Head,5,1.791759469228055,4,10,nsubj,3-4,6-10,1-2,"(1.386, 2.197]",113
answers-20111108103211AA4XhnU_ans-0010,3,weeks,weeks,NOUN,-3,3,After Head,43,3.784189633918261,5,4,obl:unmarked,5-6,1-5,3-4,"(3.497, 4.22]",325
answers-20111108094927AA5NjHj_ans-0015,17,horse,horse,NOUN,3,3,Before Head,52,3.970291913552122,5,19,nsubj,5-6,16-20,3-4,"(3.497, 4.22]",152
email-enronsent09_01-0036,2,financials,financials,NOUN,4,4,Before Head,1,0.6931471805599453,10,3,obl,9-10,1-5,3-4,"(0.692, 1.386]",499
reviews-292841-0006,9,managers,managers,NOUN,3,3,Before Head,5,1.791759469228055,8,10,nsubj,7-8,6-10,3-4,"(1.386, 2.197]",229
reviews-216456-0006,6,hours,hours,NOUN,2,2,Before Head,51,3.9512437185814275,5,7,obl:unmarked,5-6,6-10,1-2,"(3.497, 4.22]",339
newsgroup-groups.google.com_hiddennook_04d8cc994875d454_ENG_20050207_012300-0015,21,crew,crew,NOUN,3,3,Before Head,11,2.4849066497880004,4,22,nsubj,3-4,21-25,3-4,"(2.197, 2.833]",102
email-enronsent36_02-0049,24,Date,date,NOUN,-4,4,After Head,63,4.1588830833596715,4,25,obl,3-4,21-25,3-4,"(3.497, 4.22]",388
email-enronsent14_01-0112,4,person,person,NOUN,-2,2,After Head,68,4.23410650459726,6,5,obl,5-6,1-5,1-2,"(4.22, 8.54]",421
email-enronsent17_01-0100,6,effort,effort,NOUN,4,4,Before Head,20,3.044522437723423,6,8,obl,5-6,6-10,3-4,"(2.833, 3.497]",455
email-enronsent35_01-0103,4,chance,chance,NOUN,-3,3,After Head,26,3.295836866004329,6,5,nsubj,5-6,1-5,3-4,"(2.833, 3.497]",127
answers-20111108094504AAKrc8F_ans-0003,2,hotels,hotels,NOUN,2,2,Before Head,12,2.5649493574615367,6,3,nsubj,5-6,1-5,1-2,"(2.197, 2.833]",124
weblog-blogspot.com_dakbangla_20041119231111_ENG_20041119_231111-0040,15,option,option,NOUN,-3,3,After Head,26,3.295836866004329,6,17,nsubj,5-6,16-20,3-4,"(2.833, 3.497]",150
email-enronsent36_02-0017,8,line,line,NOUN,3,3,Before Head,56,4.04305126783455,4,9,obj,3-4,6-10,3-4,"(3.497, 4.22]",274
answers-20111108065616AAKtL2c_ans-0039,6,cruise,cruise,NOUN,4,4,Before Head,27,3.332204510175204,6,7,nsubj,5-6,6-10,3-4,"(2.833, 3.497]",182
email-enronsent05_02-0032,2,meantime,meantime,NOUN,3,3,Before Head,4,1.6094379124341003,8,3,obl,7-8,1-5,3-4,"(1.386, 2.197]",465
reviews-329692-0009,3,world,world,NOUN,3,3,Before Head,126,4.844187086458591,5,5,obl,5-6,1-5,3-4,"(4.22, 8.54]",422
reviews-363685-0002,6,number,number,NOUN,-5,5,After Head,177,5.181783550292085,6,7,obj,5-6,6-10,5-6,"(4.22, 8.54]",288
newsgroup-groups.google.com_alt.animals_02c2d614bfbf6b20_ENG_20050223_232900-0006,5,reputation,reputation,NOUN,6,6,Before Head,6,1.9459101490553132,10,6,obl,9-10,6-10,5-6,"(1.386, 2.197]",511
reviews-382073-0005,2,crew,crew,NOUN,3,3,Before Head,11,2.4849066497880004,4,3,nsubj,3-4,1-5,3-4,"(2.197, 2.833]",84
reviews-248124-0004,1,teachers,teachers,NOUN,3,3,Before Head,2,1.0986122886681096,8,2,nsubj:pass,7-8,1-5,3-4,"(0.692, 1.386]",61
newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0035,13,priority,priority,NOUN,-6,6,After Head,4,1.6094379124341003,8,14,nsubj,7-8,11-15,5-6,"(1.386, 2.197]",203
answers-20111108103211AA4XhnU_ans-0014,4,water,water,NOUN,-4,4,After Head,74,4.31748811353631,5,5,obl,5-6,1-5,3-4,"(4.22, 8.54]",422
reviews-162422-0007,11,deposit,deposit,NOUN,-4,4,After Head,6,1.9459101490553132,7,12,nsubj,7-8,11-15,3-4,"(1.386, 2.197]",202
email-enronsent05_02-0079,2,spikes,spikes,NOUN,1,1,Before Head,3,1.3862943611198906,6,3,nsubj,5-6,1-5,1-2,"(0.692, 1.386]",120
email-enronsent22_01-0024,6,schedule,schedule,NOUN,5,5,Before Head,22,3.1354942159291497,8,8,obl,7-8,6-10,5-6,"(2.833, 3.497]",495
newsgroup-groups.google.com_eHolistic_417b09016150421f_ENG_20051120_175800-0039,3,numbers,numbers,NOUN,-3,3,After Head,22,3.1354942159291497,7,4,nsubj,7-8,1-5,3-4,"(2.833, 3.497]",196
answers-20111108104352AASs5OZ_ans-0005,14,weeks,weeks,NOUN,1,1,Before Head,43,3.784189633918261,5,15,obl:unmarked,5-6,11-15,1-2,"(3.497, 4.22]",328
reviews-044427-0006,3,ants,ants,NOUN,2,2,Before Head,2,1.0986122886681096,4,4,obl,3-4,1-5,1-2,"(0.692, 1.386]",365
newsgroup-groups.google.com_eHolistic_2dd76f31ceb6bfe8_ENG_20050513_224200-0034,14,treatments,treatments,NOUN,5,5,Before Head,12,2.5649493574615367,10,16,obl,9-10,16-20,5-6,"(2.197, 2.833]",508
weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0216,1,mosques,mosques,NOUN,4,4,Before Head,6,1.9459101490553132,7,2,obj,7-8,1-5,3-4,"(1.386, 2.197]",290
reviews-363873-0003,4,power,power,NOUN,2,2,Before Head,75,4.330733340286331,5,5,obj,5-6,1-5,1-2,"(4.22, 8.54]",278
newsgroup-groups.google.com_alt.animals_434fe80fb3577e8e_ENG_20031011_200300-0027,9,front,front,NOUN,5,5,Before Head,48,3.8918202981106265,5,10,obl,5-6,6-10,5-6,"(3.497, 4.22]",459
email-enronsent16_01-0097,2,list,list,NOUN,-3,3,After Head,59,4.0943445622221,4,4,nsubj,3-4,1-5,3-4,"(3.497, 4.22]",88
reviews-217359-0008,8,Assh@%$e,assh@%$e,NOUN,-6,6,After Head,1,0.6931471805599453,8,10,advcl,7-8,6-10,5-6,"(0.692, 1.386]",7
answers-20111107211742AAHZaPe_ans-0031,15,jobs,jobs,NOUN,-1,1,After Head,15,2.772588722239781,4,17,nsubj,3-4,16-20,1-2,"(2.197, 2.833]",98
email-enronsent31_01-0040,11,contacts,contacts,NOUN,4,4,Before Head,8,2.1972245773362196,8,12,obl,7-8,11-15,3-4,"(1.386, 2.197]",472
answers-20111108105629AAiZUDY_ans-0009,46,water,water,NOUN,-5,5,After Head,74,4.31748811353631,5,48,obl,5-6,46-50,5-6,"(4.22, 8.54]",448
email-enronsent31_01-0062,1,correlation,correlation,NOUN,3,3,Before Head,5,1.791759469228055,11,2,obj,11-12,1-5,3-4,"(1.386, 2.197]",264
email-enronsent07_01-0028,22,records,records,NOUN,3,3,Before Head,8,2.1972245773362196,7,23,nsubj,7-8,21-25,3-4,"(1.386, 2.197]",219
newsgroup-groups.google.com_misc.consumers_628669ce346c590d_ENG_20040527_065700-0024,9,fifteenth,fifteenth,NOUN,-5,5,After Head,1,0.6931471805599453,9,10,obl,9-10,6-10,5-6,"(0.692, 1.386]",510
email-enronsent05_02-0003,6,ruling,ruling,NOUN,-4,4,After Head,4,1.6094379124341003,6,7,nsubj:pass,5-6,6-10,3-4,"(1.386, 2.197]",59
email-enronsent24_01-0038,11,problems,problems,NOUN,-2,2,After Head,46,3.8501476017100584,8,12,nsubj,7-8,11-15,1-2,"(3.497, 4.22]",207
weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0080,19,method,method,NOUN,3,3,Before Head,7,2.0794415416798357,6,20,obl,5-6,16-20,3-4,"(1.386, 2.197]",432
newsgroup-groups.google.com_misc.consumers_628669ce346c590d_ENG_20040527_065700-0032,8,numbers,numbers,NOUN,-6,6,After Head,22,3.1354942159291497,7,9,obl,7-8,6-10,5-6,"(2.833, 3.497]",495
email-enronsent10_01-0030,4,objections,objections,NOUN,-2,2,After Head,4,1.6094379124341003,10,5,nsubj,9-10,1-5,1-2,"(1.386, 2.197]",241
answers-20111108101024AANYJpw_ans-0008,4,THING,thing,NOUN,-3,3,After Head,82,4.418840607796598,5,5,nsubj,5-6,1-5,3-4,"(4.22, 8.54]",131
weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0132,4,game,game,NOUN,-3,3,After Head,45,3.828641396489095,4,5,nsubj,3-4,1-5,3-4,"(3.497, 4.22]",88
newsgroup-groups.google.com_IdeaStockExchange_c6ea783ac3f043ba_ENG_20041120_243700-0014,3,month,month,NOUN,3,3,Before Head,52,3.970291913552122,5,4,obl:unmarked,5-6,1-5,3-4,"(3.497, 4.22]",325
newsgroup-groups.google.com_magicworld_04c89d43ff4fd6ea_ENG_20050104_152000-0078,29,partnerships,partnerships,NOUN,-3,3,After Head,2,1.0986122886681096,12,31,obl,11-12,31-35,3-4,"(0.692, 1.386]",361
answers-20111108111312AAq4ETn_ans-0018,4,help,help,NOUN,-4,4,After Head,142,4.962844630259907,4,5,obl,3-4,1-5,3-4,"(4.22, 8.54]",372
reviews-079375-0003,4,clock,clock,NOUN,-3,3,After Head,3,1.3862943611198906,5,5,obl,5-6,1-5,3-4,"(0.692, 1.386]",412
newsgroup-groups.google.com_misc.consumers_628669ce346c590d_ENG_20040527_065700-0016,6,partner,partner,NOUN,1,1,Before Head,4,1.6094379124341003,7,8,nsubj,7-8,6-10,1-2,"(1.386, 2.197]",228
email-enronsent37_01-0056,9,types,types,NOUN,6,6,Before Head,10,2.3978952727983707,5,10,obl,5-6,6-10,5-6,"(2.197, 2.833]",454
email-enronsent27_01-0035,6,couple,couple,NOUN,-3,3,After Head,51,3.9512437185814275,6,7,obl,5-6,6-10,3-4,"(3.497, 4.22]",458
weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0068,16,year,year,NOUN,1,1,Before Head,172,5.153291594497779,4,17,obl:unmarked,3-4,16-20,1-2,"(4.22, 8.54]",307
reviews-085980-0005,2,meal,meal,NOUN,4,4,Before Head,17,2.8903717578961645,4,3,obl,3-4,1-5,3-4,"(2.833, 3.497]",368
newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0054,7,speed,speed,NOUN,6,6,Before Head,12,2.5649493574615367,5,8,obl,5-6,6-10,5-6,"(2.197, 2.833]",454
