feature,feature_display,feature_order,contrast,positive_label,negative_label,positive_name,negative_name,model_short,model,metric,metric_label,metric_family,source_path,scope,layer,positive_minus_negative,ci_low,ci_high,se,p_value_two_sided,n_layers,n_positive_layers,n_supported_positive_layers,n_supported_negative_layers,support,ci_method
head_dist,Head Distance,4,head_after_before,Before Head (dist > 0),After Head (dist < 0),head_follows,head_precedes,gpt,gpt2,pca99,LID,Linear ID,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2_no_index/tables_HEADDIST_no_index/headdist_bootstrap/headdist_raw_pca99_gpt2.csv,last_layer,12.0,76.11902765988796,71.27272208107425,80.96533323870167,2.472604887149852,4.166739230309297e-208,1,1,1,0,supports_positive_group_greater,normal_approx_from_contrast_ci
head_dist,Head Distance,4,head_after_before,Before Head (dist > 0),After Head (dist < 0),head_follows,head_precedes,gpt,gpt2,pca99,LID,Linear ID,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2_no_index/tables_HEADDIST_no_index/headdist_bootstrap/headdist_raw_pca99_gpt2.csv,layer_mean,,2.98424861032526,2.568176612651976,3.400320607998544,0.21228163146596135,6.883337008315818e-45,13,9,9,4,supports_positive_group_greater,normal_approx_from_contrast_ci
head_dist,Head Distance,4,head_after_before,Before Head (dist > 0),After Head (dist < 0),head_follows,head_precedes,gpt,gpt2,gride,NLID,Nonlinear ID,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2_no_index/tables_HEADDIST_no_index/headdist_bootstrap/headdist_raw_gride_gpt2.csv,last_layer,12.0,0.04032919882898334,-0.05336893737085775,0.1340273350288244,0.04780517153053117,0.3988841228916219,1,1,0,0,inconclusive,normal_approx_from_contrast_ci
head_dist,Head Distance,4,head_after_before,Before Head (dist > 0),After Head (dist < 0),head_follows,head_precedes,gpt,gpt2,gride,NLID,Nonlinear ID,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2_no_index/tables_HEADDIST_no_index/headdist_bootstrap/headdist_raw_gride_gpt2.csv,layer_mean,,-2.9192101713075393,-3.0583202219116776,-2.780100120703401,0.07097451561435623,0.0,13,1,0,12,supports_negative_group_greater,normal_approx_from_contrast_ci
relation_type,Relation Type,5,content_function,Content relations,Function relations,content_relation,function_relation,bert,bert-base-uncased,iso,isoscore,Isotropy,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_REL/relation_bootstrap/relation_raw_iso_bert-base-uncased.csv,last_layer,12.0,0.004183828891805876,0.003693467148216025,0.004674190635395727,0.00025018456305604653,8.916312689384681e-63,1,1,1,0,supports_positive_group_greater,normal_approx_from_contrast_ci
relation_type,Relation Type,5,content_function,Content relations,Function relations,content_relation,function_relation,bert,bert-base-uncased,iso,isoscore,Isotropy,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_REL/relation_bootstrap/relation_raw_iso_bert-base-uncased.csv,layer_mean,,0.013076748686958814,0.01294198007518337,0.013211517298734257,6.875949580379794e-05,0.0,13,12,11,1,supports_positive_group_greater,normal_approx_from_contrast_ci
relation_type,Relation Type,5,content_function,Content relations,Function relations,content_relation,function_relation,bert,bert-base-uncased,lpca99,LID,Linear ID,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_REL/relation_bootstrap/relation_raw_lpca99_bert-base-uncased.csv,last_layer,12.0,0.13938184954054122,-0.4936755668297257,0.7724392659108081,0.3229884777399321,0.6660771208050705,1,1,0,0,inconclusive,normal_approx_from_contrast_ci
relation_type,Relation Type,5,content_function,Content relations,Function relations,content_relation,function_relation,bert,bert-base-uncased,lpca99,LID,Linear ID,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_REL/relation_bootstrap/relation_raw_lpca99_bert-base-uncased.csv,layer_mean,,112.11221814115272,111.71422071867116,112.51021556363429,0.20305990942937008,0.0,13,12,11,0,supports_positive_group_greater,normal_approx_from_contrast_ci
relation_type,Relation Type,5,content_function,Content relations,Function relations,content_relation,function_relation,bert,bert-base-uncased,gride,NLID,Nonlinear ID,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_REL/relation_bootstrap/relation_raw_gride_bert-base-uncased.csv,last_layer,12.0,-1.3995895311134277,-1.866665074965341,-0.9325139872615142,0.23830384890403747,4.276423450078114e-09,1,0,0,1,supports_negative_group_greater,normal_approx_from_contrast_ci
relation_type,Relation Type,5,content_function,Content relations,Function relations,content_relation,function_relation,bert,bert-base-uncased,gride,NLID,Nonlinear ID,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_REL/relation_bootstrap/relation_raw_gride_bert-base-uncased.csv,layer_mean,,0.027924652478916255,-0.1425049274373038,0.19835423239513633,0.08695386730419391,0.7481017929648903,13,5,4,8,inconclusive,normal_approx_from_contrast_ci
relation_type,Relation Type,5,content_function,Content relations,Function relations,content_relation,function_relation,gpt,gpt2,iso,isoscore,Isotropy,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2_no_index/tables_REL_GPT2_no_idx0/relation_bootstrap/relation_raw_iso_gpt2.csv,last_layer,12.0,-0.0003478396061001644,-0.000373990395662499,-0.00032168881653782974,1.3342239572619708e-05,7.867582417308735e-150,1,0,0,1,supports_negative_group_greater,normal_approx_from_contrast_ci
relation_type,Relation Type,5,content_function,Content relations,Function relations,content_relation,function_relation,gpt,gpt2,iso,isoscore,Isotropy,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2_no_index/tables_REL_GPT2_no_idx0/relation_bootstrap/relation_raw_iso_gpt2.csv,layer_mean,,0.006578030326225734,0.006503389795627948,0.00665267085682352,3.808190336621748e-05,0.0,13,12,12,1,supports_positive_group_greater,normal_approx_from_contrast_ci
relation_type,Relation Type,5,content_function,Content relations,Function relations,content_relation,function_relation,gpt,gpt2,lpca99,LID,Linear ID,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2_no_index/tables_REL_GPT2_no_idx0/relation_bootstrap/relation_raw_lpca99_gpt2.csv,last_layer,12.0,-74.8127686598601,-84.64707563858985,-64.97846168113034,5.017503560576405,2.8224004869819936e-50,1,0,0,1,supports_negative_group_greater,normal_approx_from_contrast_ci
relation_type,Relation Type,5,content_function,Content relations,Function relations,content_relation,function_relation,gpt,gpt2,lpca99,LID,Linear ID,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2_no_index/tables_REL_GPT2_no_idx0/relation_bootstrap/relation_raw_lpca99_gpt2.csv,layer_mean,,104.44244052426592,103.5115067830916,105.37337426544023,0.4749661944766886,0.0,13,12,12,1,supports_positive_group_greater,normal_approx_from_contrast_ci
relation_type,Relation Type,5,content_function,Content relations,Function relations,content_relation,function_relation,gpt,gpt2,gride,NLID,Nonlinear ID,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2_no_index/tables_REL_GPT2_no_idx0/relation_bootstrap/relation_raw_gride_gpt2.csv,last_layer,12.0,-0.4860278986087785,-0.6113897961863225,-0.3606660010312345,0.06396015182527756,2.9861872936362227e-14,1,0,0,1,supports_negative_group_greater,normal_approx_from_contrast_ci
relation_type,Relation Type,5,content_function,Content relations,Function relations,content_relation,function_relation,gpt,gpt2,gride,NLID,Nonlinear ID,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2_no_index/tables_REL_GPT2_no_idx0/relation_bootstrap/relation_raw_gride_gpt2.csv,layer_mean,,0.3155673585561602,0.19801617115364933,0.43311854595867105,0.059975095613525944,1.4277615773514968e-07,13,3,1,5,supports_positive_group_greater,normal_approx_from_contrast_ci
