model_bert,feature,feature_label,metric_label,metric_source_bert,class,layer,bert_mean,ci_low_bert,ci_high_bert,n_tokens_bert,source_csv_bert,model_gpt,metric_source_gpt,gpt_mean,ci_low_gpt,ci_high_gpt,n_tokens_gpt,source_csv_gpt,delta_gpt_minus_bert,abs_delta,ratio_gpt_to_bert
BERT,head_dist,Head distance,NLID,gride,1,12,22.720632553100582,22.08418083190918,23.179702758789062,57036,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_gride_bert-base-uncased.csv,GPT,gride,8.801522254943848,8.686274528503418,8.91153335571289,53836,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2_no_index/tables_HEADDIST_no_index/headdist_bootstrap/headdist_raw_gride_gpt2.csv,-13.919110298156735,13.919110298156735,0.3873801591735501
BERT,head_dist,Head distance,NLID,gride,2,12,20.46615219116211,19.96623420715332,20.75474548339844,28588,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_gride_bert-base-uncased.csv,GPT,gride,8.095785140991211,7.99323844909668,8.19990062713623,26199,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2_no_index/tables_HEADDIST_no_index/headdist_bootstrap/headdist_raw_gride_gpt2.csv,-12.370367050170898,12.370367050170898,0.39556947810088167
BERT,head_dist,Head distance,NLID,gride,3,12,18.408180236816406,17.86743927001953,18.82401466369629,13592,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_gride_bert-base-uncased.csv,GPT,gride,7.680712699890137,7.563506603240967,7.803800106048584,12161,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2_no_index/tables_HEADDIST_no_index/headdist_bootstrap/headdist_raw_gride_gpt2.csv,-10.72746753692627,10.72746753692627,0.4172445402576346
BERT,head_dist,Head distance,NLID,gride,4,12,17.085582733154297,16.485820770263672,17.742700576782227,6439,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_gride_bert-base-uncased.csv,GPT,gride,7.350656986236572,7.220273971557617,7.51005744934082,5719,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2_no_index/tables_HEADDIST_no_index/headdist_bootstrap/headdist_raw_gride_gpt2.csv,-9.734925746917725,9.734925746917725,0.4302257114106352
BERT,head_dist,Head distance,NLID,gride,5,12,17.687402725219727,16.901836395263672,18.16252517700196,3249,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_gride_bert-base-uncased.csv,GPT,gride,6.504012107849121,6.344173431396484,6.650516986846924,2883,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2_no_index/tables_HEADDIST_no_index/headdist_bootstrap/headdist_raw_gride_gpt2.csv,-11.183390617370605,11.183390617370605,0.367720021355952
BERT,head_dist,Head distance,NLID,gride,6,12,18.936674118041992,18.09608459472656,19.659683227539062,5937,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_HEADDIST/headdist_bootstrap/headdist_raw_gride_bert-base-uncased.csv,GPT,gride,7.515393733978271,7.369228839874268,7.669981956481934,5107,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2_no_index/tables_HEADDIST_no_index/headdist_bootstrap/headdist_raw_gride_gpt2.csv,-11.42128038406372,11.42128038406372,0.3968697822611812
BERT,index,Index,IsoScore,iso,1,12,0.0115152979269623,0.0113222058862447,0.0117313852533698,10067,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_INDEX/index_bootstrap/index_raw_iso_bert-base-uncased.csv,GPT,iso,0.0014028240693733,0.0013980688527226,0.0014080017572268,10067,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2/tables_INDEX/index_bootstrap/index_raw_iso_gpt2.csv,-0.010112473857589,0.010112473857589,0.12182264655859935
BERT,index,Index,IsoScore,iso,2,12,0.0251786336302757,0.0245481692254543,0.0257651749998331,9647,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_INDEX/index_bootstrap/index_raw_iso_bert-base-uncased.csv,GPT,iso,0.0016930325655266,0.0016815472627058,0.0017063869163393,9647,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2/tables_INDEX/index_bootstrap/index_raw_iso_gpt2.csv,-0.023485601064749097,0.023485601064749097,0.0672408435813942
BERT,index,Index,IsoScore,iso,3,12,0.0312644802033901,0.0306087564677,0.0321681089699268,9800,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_INDEX/index_bootstrap/index_raw_iso_bert-base-uncased.csv,GPT,iso,0.0018139770254492,0.0017984003061428,0.0018290547886863,9800,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2/tables_INDEX/index_bootstrap/index_raw_iso_gpt2.csv,-0.0294505031779409,0.0294505031779409,0.05802038011342038
BERT,index,Index,IsoScore,iso,4,12,0.0340469926595687,0.0330538302659988,0.034976489841938,9932,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_INDEX/index_bootstrap/index_raw_iso_bert-base-uncased.csv,GPT,iso,0.0018913079984486,0.0018716568592935,0.0019133907044306,9932,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2/tables_INDEX/index_bootstrap/index_raw_iso_gpt2.csv,-0.03215568466112011,0.03215568466112011,0.05554992822301617
BERT,index,Index,IsoScore,iso,5,12,0.0346627607941627,0.0339299775660038,0.0352411344647407,9948,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_INDEX/index_bootstrap/index_raw_iso_bert-base-uncased.csv,GPT,iso,0.0019425796344876,0.0019149460131302,0.001965814968571,9948,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2/tables_INDEX/index_bootstrap/index_raw_iso_gpt2.csv,-0.0327201811596751,0.0327201811596751,0.05604226524318673
BERT,index,Index,IsoScore,iso,6,12,0.0323834531009197,0.029200006276369,0.0348968766629695,9972,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_INDEX/index_bootstrap/index_raw_iso_bert-base-uncased.csv,GPT,iso,0.0019855389837175,0.0019569639116525,0.0020182016305625,9972,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2/tables_INDEX/index_bootstrap/index_raw_iso_gpt2.csv,-0.030397914117202204,0.030397914117202204,0.06131338055672358
BERT,index,Index,IsoScore,iso,7,12,0.0251320861279964,0.0231787841767072,0.0272736065089702,9559,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_INDEX/index_bootstrap/index_raw_iso_bert-base-uncased.csv,GPT,iso,0.0020380152855068,0.0020065754652023,0.0020762893836945,9559,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2/tables_INDEX/index_bootstrap/index_raw_iso_gpt2.csv,-0.0230940708424896,0.0230940708424896,0.08109216541465339
BERT,index,Index,IsoScore,iso,8,12,0.0219798143953084,0.0204249862581491,0.0239750426262617,9142,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_INDEX/index_bootstrap/index_raw_iso_bert-base-uncased.csv,GPT,iso,0.0020195471588522,0.0019945867825299,0.0020493138581514,9142,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2/tables_INDEX/index_bootstrap/index_raw_iso_gpt2.csv,-0.019960267236456202,0.019960267236456202,0.09188190230047043
BERT,index,Index,IsoScore,iso,9,12,0.0194500107318162,0.0179394297301769,0.0209953468292951,8704,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_INDEX/index_bootstrap/index_raw_iso_bert-base-uncased.csv,GPT,iso,0.0020104201976209,0.0019721158314496,0.002048208611086,8704,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2/tables_INDEX/index_bootstrap/index_raw_iso_gpt2.csv,-0.0174395905341953,0.0174395905341953,0.1033634492721522
BERT,index,Index,IsoScore,iso,10,12,0.0127838216722011,0.0125945163890719,0.0129572600126266,108145,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_INDEX/index_bootstrap/index_raw_iso_bert-base-uncased.csv,GPT,iso,0.0018673327285796,0.0018518122378736,0.0018782711122184,108145,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2/tables_INDEX/index_bootstrap/index_raw_iso_gpt2.csv,-0.010916488943621499,0.010916488943621499,0.14606999193677625
BERT,index,Index,LID,lpca99,1,12,655.5499877929688,655.0,656.5250244140625,10067,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_INDEX/index_bootstrap/index_raw_lpca99_bert-base-uncased.csv,GPT,lpca99,6.599999904632568,6.0,7.0,10067,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2/tables_INDEX/index_bootstrap/index_raw_lpca99_gpt2.csv,-648.9499878883362,648.9499878883362,0.010067881973200394
BERT,index,Index,LID,lpca99,2,12,675.25,675.0,676.0,9647,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_INDEX/index_bootstrap/index_raw_lpca99_bert-base-uncased.csv,GPT,lpca99,69.30000305175781,66.0,73.5250015258789,9647,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2/tables_INDEX/index_bootstrap/index_raw_lpca99_gpt2.csv,-605.9499969482422,605.9499969482422,0.1026286605727624
BERT,index,Index,LID,lpca99,3,12,682.2000122070312,681.4749755859375,683.0,9800,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_INDEX/index_bootstrap/index_raw_lpca99_bert-base-uncased.csv,GPT,lpca99,155.9499969482422,148.89999389648438,160.0,9800,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2/tables_INDEX/index_bootstrap/index_raw_lpca99_gpt2.csv,-526.2500152587891,526.2500152587891,0.22859864285800557
BERT,index,Index,LID,lpca99,4,12,685.4500122070312,684.4749755859375,686.0,9932,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_INDEX/index_bootstrap/index_raw_lpca99_bert-base-uncased.csv,GPT,lpca99,195.25,186.8999938964844,204.625,9932,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2/tables_INDEX/index_bootstrap/index_raw_lpca99_gpt2.csv,-490.20001220703125,490.20001220703125,0.2848493639548252
BERT,index,Index,LID,lpca99,5,12,687.2999877929688,686.4749755859375,688.0,9948,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_INDEX/index_bootstrap/index_raw_lpca99_bert-base-uncased.csv,GPT,lpca99,222.25,216.0,230.5249938964844,9948,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2/tables_INDEX/index_bootstrap/index_raw_lpca99_gpt2.csv,-465.04998779296875,465.04998779296875,0.32336680335712015
BERT,index,Index,LID,lpca99,6,12,686.4000244140625,685.4749755859375,687.0,9972,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_INDEX/index_bootstrap/index_raw_lpca99_bert-base-uncased.csv,GPT,lpca99,223.9499969482422,215.4250030517578,231.0,9972,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2/tables_INDEX/index_bootstrap/index_raw_lpca99_gpt2.csv,-462.4500274658203,462.4500274658203,0.32626746646667815
BERT,index,Index,LID,lpca99,7,12,685.7999877929688,685.0,686.5250244140625,9559,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_INDEX/index_bootstrap/index_raw_lpca99_bert-base-uncased.csv,GPT,lpca99,232.0500030517578,225.4750061035156,239.5749969482422,9559,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2/tables_INDEX/index_bootstrap/index_raw_lpca99_gpt2.csv,-453.74998474121094,453.74998474121094,0.3383639649783863
BERT,index,Index,LID,lpca99,8,12,684.6500244140625,684.0,685.0,9142,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_INDEX/index_bootstrap/index_raw_lpca99_bert-base-uncased.csv,GPT,lpca99,234.25,226.375,240.0500030517578,9142,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2/tables_INDEX/index_bootstrap/index_raw_lpca99_gpt2.csv,-450.4000244140625,450.4000244140625,0.3421456096499462
BERT,index,Index,LID,lpca99,9,12,684.5999755859375,684.0,685.0,8704,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_INDEX/index_bootstrap/index_raw_lpca99_bert-base-uncased.csv,GPT,lpca99,234.1000061035156,225.4250030517578,240.5749969482422,8704,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2/tables_INDEX/index_bootstrap/index_raw_lpca99_gpt2.csv,-450.4999694824219,450.4999694824219,0.34195152563824355
BERT,index,Index,LID,lpca99,10,12,694.2000122070312,693.4749755859375,695.0,108145,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_INDEX/index_bootstrap/index_raw_lpca99_bert-base-uncased.csv,GPT,lpca99,223.1499938964844,203.8999938964844,239.1000061035156,108145,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2/tables_INDEX/index_bootstrap/index_raw_lpca99_gpt2.csv,-471.0500183105469,471.0500183105469,0.32144913565621547
BERT,index,Index,NLID,gride,1,12,16.29314613342285,16.01766014099121,16.614898681640625,10067,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_INDEX/index_bootstrap/index_raw_gride_bert-base-uncased.csv,GPT,gride,0.6010562181472778,0.5108855366706848,0.7129396796226501,10067,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2/tables_INDEX/index_bootstrap/index_raw_gride_gpt2.csv,-15.692089915275574,15.692089915275574,0.03689012626691567
BERT,index,Index,NLID,gride,2,12,17.960960388183594,15.303962707519531,19.023170471191406,9647,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_INDEX/index_bootstrap/index_raw_gride_bert-base-uncased.csv,GPT,gride,4.056240081787109,2.022001504898072,5.824759483337402,9647,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2/tables_INDEX/index_bootstrap/index_raw_gride_gpt2.csv,-13.904720306396484,13.904720306396484,0.2258364805734823
BERT,index,Index,NLID,gride,3,12,22.84048080444336,22.1333236694336,23.4663314819336,9800,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_INDEX/index_bootstrap/index_raw_gride_bert-base-uncased.csv,GPT,gride,7.257888793945312,7.051634788513184,7.38709545135498,9800,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2/tables_INDEX/index_bootstrap/index_raw_gride_gpt2.csv,-15.582592010498047,15.582592010498047,0.3177642737071179
BERT,index,Index,NLID,gride,4,12,22.42852210998535,20.709272384643555,23.771215438842773,9932,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_INDEX/index_bootstrap/index_raw_gride_bert-base-uncased.csv,GPT,gride,7.570977210998535,7.386378765106201,7.742295265197754,9932,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2/tables_INDEX/index_bootstrap/index_raw_gride_gpt2.csv,-14.857544898986816,14.857544898986816,0.33756023575123917
BERT,index,Index,NLID,gride,5,12,24.59979248046875,23.767946243286133,25.85428810119629,9948,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_INDEX/index_bootstrap/index_raw_gride_bert-base-uncased.csv,GPT,gride,8.076960563659668,7.935717582702637,8.217737197875977,9948,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2/tables_INDEX/index_bootstrap/index_raw_gride_gpt2.csv,-16.522831916809082,16.522831916809082,0.32833449997891045
BERT,index,Index,NLID,gride,6,12,21.72721290588379,20.8308162689209,22.761499404907227,9972,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_INDEX/index_bootstrap/index_raw_gride_bert-base-uncased.csv,GPT,gride,7.868125915527344,7.741747856140137,8.040057182312012,9972,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2/tables_INDEX/index_bootstrap/index_raw_gride_gpt2.csv,-13.859086990356445,13.859086990356445,0.3621323153415887
BERT,index,Index,NLID,gride,7,12,22.37355232238769,21.748310089111328,23.0513916015625,9559,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_INDEX/index_bootstrap/index_raw_gride_bert-base-uncased.csv,GPT,gride,7.818207740783691,7.698750495910644,7.933435440063477,9559,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2/tables_INDEX/index_bootstrap/index_raw_gride_gpt2.csv,-14.555344581604,14.555344581604,0.3494397147189069
BERT,index,Index,NLID,gride,8,12,22.79989051818848,22.26912307739257,23.377525329589844,9142,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_INDEX/index_bootstrap/index_raw_gride_bert-base-uncased.csv,GPT,gride,7.949030876159668,7.831079483032227,8.045859336853027,9142,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2/tables_INDEX/index_bootstrap/index_raw_gride_gpt2.csv,-14.850859642028812,14.850859642028812,0.3486433792222982
BERT,index,Index,NLID,gride,9,12,22.754375457763672,22.01599502563477,23.193273544311523,8704,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_INDEX/index_bootstrap/index_raw_gride_bert-base-uncased.csv,GPT,gride,7.89093542098999,7.767203330993652,8.066118240356445,8704,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2/tables_INDEX/index_bootstrap/index_raw_gride_gpt2.csv,-14.863440036773682,14.863440036773682,0.3467876073169763
BERT,index,Index,NLID,gride,10,12,23.086673736572266,22.329965591430664,23.712703704833984,108145,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_INDEX/index_bootstrap/index_raw_gride_bert-base-uncased.csv,GPT,gride,8.10529613494873,7.986214637756348,8.254128456115723,108145,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2/tables_INDEX/index_bootstrap/index_raw_gride_gpt2.csv,-14.981377601623535,14.981377601623535,0.3510811573565445
BERT,length,Length,IsoScore,iso,1,12,0.0042401035316288,0.0042050364427268,0.0042771925218403,29626,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_LENGTH/length_bootstrap/length_raw_iso_bert-base-uncased.csv,GPT,iso,0.0017120417905971,0.0016998648643493,0.0017232849495485,29626,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2/tables_LENGTH/length_bootstrap/length_raw_iso_gpt2.csv,-0.0025280617410317003,0.0025280617410317003,0.40377358190106116
BERT,length,Length,IsoScore,iso,2,12,0.0279827769845724,0.0271988324820995,0.0288446024060249,29918,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_LENGTH/length_bootstrap/length_raw_iso_bert-base-uncased.csv,GPT,iso,0.0016066208481788,0.0015996058937162,0.0016131659504026,29918,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2/tables_LENGTH/length_bootstrap/length_raw_iso_gpt2.csv,-0.0263761561363936,0.0263761561363936,0.05741463218838395
BERT,length,Length,IsoScore,iso,3,12,0.0218456014990806,0.0216386020183563,0.0221846438944339,36097,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_LENGTH/length_bootstrap/length_raw_iso_bert-base-uncased.csv,GPT,iso,0.0016086117830127,0.001602616161108,0.0016147475689649,36097,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2/tables_LENGTH/length_bootstrap/length_raw_iso_gpt2.csv,-0.0202369897160679,0.0202369897160679,0.07363549971743284
BERT,length,Length,IsoScore,iso,4,12,0.0306753516197204,0.03008409217,0.0314033031463623,33008,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_LENGTH/length_bootstrap/length_raw_iso_bert-base-uncased.csv,GPT,iso,0.0017001505475491,0.0016917681787163,0.0017119842814281,33008,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2/tables_LENGTH/length_bootstrap/length_raw_iso_gpt2.csv,-0.0289752010721713,0.0289752010721713,0.055423995415789025
BERT,length,Length,IsoScore,iso,5,12,0.0347876772284507,0.033864676952362,0.0355892144143581,18892,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_LENGTH/length_bootstrap/length_raw_iso_bert-base-uncased.csv,GPT,iso,0.0016984747489914,0.001686910749413,0.0017154052620753,18892,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2/tables_LENGTH/length_bootstrap/length_raw_iso_gpt2.csv,-0.0330892024794593,0.0330892024794593,0.04882403437968897
BERT,length,Length,IsoScore,iso,6,12,0.0344349183142185,0.0332011468708515,0.035548198968172,14274,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_LENGTH/length_bootstrap/length_raw_iso_bert-base-uncased.csv,GPT,iso,0.0016978663625195,0.0016846439102664,0.0017109451582655,14274,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2/tables_LENGTH/length_bootstrap/length_raw_iso_gpt2.csv,-0.032737051951699,0.032737051951699,0.0493065308599392
BERT,length,Length,IsoScore,iso,7,12,0.0357771217823028,0.0341004356741905,0.0370739325881004,12188,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_LENGTH/length_bootstrap/length_raw_iso_bert-base-uncased.csv,GPT,iso,0.0017117054667323,0.0016876159934327,0.0017288187518715,12188,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2/tables_LENGTH/length_bootstrap/length_raw_iso_gpt2.csv,-0.0340654163155705,0.0340654163155705,0.047843576605958206
BERT,length,Length,IsoScore,iso,8,12,0.0358100272715091,0.0341667048633098,0.0369730815291404,7895,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_LENGTH/length_bootstrap/length_raw_iso_bert-base-uncased.csv,GPT,iso,0.0017494603525847,0.0017282482003793,0.0017844521207734,7895,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2/tables_LENGTH/length_bootstrap/length_raw_iso_gpt2.csv,-0.0340605669189244,0.0340605669189244,0.048853924050948495
BERT,length,Length,IsoScore,iso,9,12,0.0341149605810642,0.0324572511017322,0.0355711691081523,5526,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_LENGTH/length_bootstrap/length_raw_iso_bert-base-uncased.csv,GPT,iso,0.0017133974470198,0.0016850625397637,0.0017426728736609,5526,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2/tables_LENGTH/length_bootstrap/length_raw_iso_gpt2.csv,-0.0324015631340444,0.0324015631340444,0.05022422473414306
BERT,length,Length,IsoScore,iso,10,12,0.0351815409958362,0.0342153944075107,0.0363941229879856,7492,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_LENGTH/length_bootstrap/length_raw_iso_bert-base-uncased.csv,GPT,iso,0.0016396584687754,0.0016186403809115,0.0016630373429507,7492,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2/tables_LENGTH/length_bootstrap/length_raw_iso_gpt2.csv,-0.0335418825270608,0.0335418825270608,0.046605646664808015
BERT,length,Length,LID,lpca99,1,12,620.2999877929688,617.9500122070312,622.5250244140625,29626,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/bert/tables_LENGTH/length_bootstrap/length_raw_lpca99_bert-base-uncased.csv,GPT,lpca99,34.650001525878906,32.0,39.57500076293945,29626,/home/ldomenichelli/linguistic_profiling_of_the_geometry_copy/geometric_profiling_of_a_neural_language_model/gpt2/tables_LENGTH/length_bootstrap/length_raw_lpca99_gpt2.csv,-585.6499862670898,585.6499862670898,0.055860071268361344
